location_name,Location_Category_Description,LATITUDE,LONGITUDE
P.S. 242 - The Young Diplomats Magnet Academy,Elementary,40.806055,-73.948385
M.S. 243 Center School,Junior High-Intermediate-Middle,40.785234,-73.974256
MS 244m Columbus Middle School,Junior High-Intermediate-Middle,40.7808,-73.9769
M.S. M245 The Computer School,Junior High-Intermediate-Middle,40.780536,-73.977602
M.S. M246 Crossroads School,Junior High-Intermediate-Middle,40.802653,-73.965949
M.S. M247 Dual Language Middle School,Junior High-Intermediate-Middle,40.780536,-73.977602
M.S. 250 West Side Collaborative Middle School,Junior High-Intermediate-Middle,40.795109,-73.973996
M.S. 255 Salk School of Science,Junior High-Intermediate-Middle,40.735328,-73.981536
M.S. 255 Salk School of Science,Junior High-Intermediate-Middle,40.735328,-73.981536
Lafayette Academy,Junior High-Intermediate-Middle,40.791395,-73.971011
Community Action School - MS 258,Junior High-Intermediate-Middle,40.791395,-73.971011
The Clinton School,Secondary School,40.736526,-73.992727
New York City Charter School of the Arts,Junior High-Intermediate-Middle,40.705688,-74.013303
Success Academy Charter School - Washington Height,Elementary,40.85765,-73.935231
"East Side Elementary School, PS 267",Elementary,40.763883,-73.963861
I S 275,Junior High-Intermediate-Middle,40.8143,-73.9433
Battery Park City School,K-8,40.706384,-74.017456
Paula Hedbavny School,K-8,40.871673,-73.912339
The Opportunity Charter School,Secondary School,40.801573,-73.955583
Manhattan Early College School for Advertising,High school,40.711441,-74.000851
The River School,Elementary,40.744288,-73.972592
Urban Assembly Maker Academy,High school,40.711441,-74.000851
Manhattan Theatre Lab High School,High school,40.774891,-73.985608
Harlem Children's Zone Promise Academy 1 Charter S,K-12 all grades,40.811882,-73.947317
Harlem Renaissance High School,High school,40.807692,-73.939974
Urban Assembly Academy for Future Leaders,Junior High-Intermediate-Middle,40.815747,-73.95552
Food and Finance High School,High school,40.765474,-73.9927
I.S. 289,Junior High-Intermediate-Middle,40.71701,-74.013967
P.S. 290 Manhattan New School,Elementary,40.775181,-73.952777
West End Secondary School,Secondary School,40.772608,-73.988338
Orchard Collegiate Academy,High school,40.713362,-73.986051
City College Academy of the Arts,Secondary School,40.860951,-73.930082
Essex Street Academy,High school,40.717329,-73.989329
School in the Square Public Charter School,Junior High-Intermediate-Middle,40.848864,-73.936073
High School of Hospitality Management,High school,40.765474,-73.9927
M.S. 297,Junior High-Intermediate-Middle,40.731006,-74.007192
Pace High School,High school,40.716231,-73.993607
The Maxine Greene HS for Imaginative Inquiry,High school,40.774891,-73.985608
"Urban Assembly School of Design and Construction,",High school,40.765474,-73.9927
"Technology, Arts, and Sciences Studio",Junior High-Intermediate-Middle,40.730009,-73.984496
KAPPA IV,Junior High-Intermediate-Middle,40.817228,-73.947151
"Facing History School, The",High school,40.765474,-73.9927
Mott Hall High School,High school,40.817228,-73.947151
"Urban Assembly Academy of Government and Law, The",High school,40.717329,-73.989329
"Urban Assembly School for Media Studies, The",High school,40.774891,-73.985608
Lower Manhattan Arts Academy,High school,40.717329,-73.989329
THE JUDITH S. KAYE HIGH SCHOOL,Secondary School,40.784112,-73.945647
Amistad Dual Language School,K-8,40.866381,-73.923818
New York City Lab Middle School for Collaborative,Junior High-Intermediate-Middle,40.742512,-74.002222
"James Baldwin School, The: A School for Expedition",High school,40.743407,-74.00254
Muscota,Elementary,40.866381,-73.923818
The East Village Community School,Elementary,40.727537,-73.978254
"Urban Assembly School of Business for Young Women,",High school,40.705688,-74.013303
"Urban Assembly School of Business for Young Women,",High school,40.705688,-74.013303
Kappa II,Junior High-Intermediate-Middle,40.805653,-73.935461
Thurgood Marshall Academy Lower School,Elementary,40.825831,-73.937833
M.S. 319 - Maria Teresa,Junior High-Intermediate-Middle,40.839139,-73.935815
Manhattan Charter School,Elementary,40.718121,-73.984116
M.S. 321 - Minerva,Junior High-Intermediate-Middle,40.839139,-73.935815
Middle School 322,Junior High-Intermediate-Middle,40.860951,-73.930082
M.S. 324 - Patria Mirabal,Junior High-Intermediate-Middle,40.839139,-73.935815
P.S. 325,Elementary,40.82051,-73.952023
M.S. 326 - Writers Today & Leaders Tomorrow,Junior High-Intermediate-Middle,40.836982,-73.937263
Community Math & Science Prep,Junior High-Intermediate-Middle,40.836982,-73.937263
J.H.S. 135 Frank D. Whalen,Junior High-Intermediate-Middle,40.8621,-73.8646
Harlem Link Charter School,Elementary,40.798461,-73.950146
Girls Preparatory Charter School of New York,K-8,40.719888,-73.97738
University Neighborhood Middle School,Junior High-Intermediate-Middle,40.713362,-73.986051
P.S. 333 Manhattan School for Children,K-8,40.791395,-73.971011
The Anderson School,K-8,40.780536,-73.977602
Harlem Village Academy East Charter School,K-12 all grades,40.799265,-73.93374
KIPP Infinity Charter School,K-12 all grades,40.819793,-73.956814
NYC Autism Charter School East Harlem,Ungraded,40.785559,-73.940919
WHIN Music Community,Elementary,40.836982,-73.937263
Sixth Avenue Elementary School,Elementary,40.739145,-73.995534
Sixth Avenue Elementary School,Elementary,40.739145,-73.995534
Harlem Children's Zone Promise Academy II Charter,K-12 all grades,40.807019,-73.938714
The Peck Slip School,Elementary,40.708774,-74.002407
Academy of Collaborative Education,Junior High-Intermediate-Middle,40.814917,-73.945838
"Collaborative Academy of Science, Technology, & La",Junior High-Intermediate-Middle,40.713362,-73.986051
Community Health Academy of the Heights,Secondary School,40.833695,-73.942074
The 47 American Sign Language & English Lower Scho,K-8,40.738374,-73.981329
Washington Heights Expeditionary Learning School,K-12 all grades,40.849311,-73.930991
Harbor Heights,Junior High-Intermediate-Middle,40.845459,-73.939785
Democracy Prep Charter School,K-12 all grades,40.813532,-73.938347
Success Academy Charter School - Harlem 1,K-12 all grades,40.802649,-73.948088
New Heights Academy Charter School,Secondary School,40.82884,-73.945368
Ross Global Academy Charter School,K-8,40.729152,-73.982472
Success Academy Charter School - Harlem 6,Elementary,40.816158,-73.95357
Success Academy Charter School - Hudson Yards,Elementary,40.758759,-73.996499
The Children's Workshop School,Elementary,40.727537,-73.978254
Columbia Secondary School,Secondary School,40.810793,-73.955722
Columbia Secondary School,Secondary School,40.810793,-73.955722
Neighborhood School,Elementary,40.72444,-73.986214
Earth School,Elementary,40.72313,-73.981597
Washington Heights Academy,K-8,40.865575,-73.921631
Academy for Social Action,High school,40.815747,-73.95552
Hamilton Heights School,Elementary,40.826514,-73.947599
Urban Assembly School for the Performing Arts,High school,40.815747,-73.95552
IS 370m Learning Project Ms,Junior High-Intermediate-Middle,40.7297,-73.9829
Esperanza Preparatory Academy,Secondary School,40.792556,-73.942285
Zeta Charter Schools - New York City 1,Elementary,40.853517,-73.932869
Gramercy Arts High School,High school,40.735361,-73.987064
Mosaic Preparatory Academy,Elementary,40.796098,-73.944546
NYC iSchool,High school,40.72463,-74.005058
Renaissance School of the Arts,Junior High-Intermediate-Middle,40.797507,-73.935895
School for Global Leaders,Junior High-Intermediate-Middle,40.72004,-73.986038
Harlem Village Academy West 2 Charter School,Elementary,40.80669,-73.945603
Global Neighborhood Secondary School,Junior High-Intermediate-Middle,40.79969,-73.937179
DREAM Charter School,K-12 all grades,40.789174,-73.945101
Storefront Academy Harlem Charter School,Elementary,40.807581,-73.937717
Success Academy Charter School - Harlem 2,K-8,40.805653,-73.935461
Success Academy Charter School - Harlem 3,K-12 all grades,40.785107000000004,-73.942154
Success Academy Charter School - Harlem 4,K-8,40.801573,-73.955583
St. HOPE Leadership Academy Charter School,Junior High-Intermediate-Middle,40.814917,-73.945838
Manhattan Business Academy,High school,40.743407,-74.00254
Business Of Sports School,High school,40.763655,-73.990318
Emma Lazarus High School,High school,40.716231,-73.993607
Spruce Street School,K-8,40.711321,-74.005473
The High School For Language And Diplomacy,High school,40.735361,-73.987064
High School for Environmental Studies,High school,40.767848,-73.98861
High School for Environmental Studies,High school,40.767848,-73.98861
Hospital Schools,K-12 all grades,40.831829,-73.827642
The Urban Assembly School for Green Careers,High school,40.786134,-73.974483
The Global Learning Collaborative,High school,40.786134,-73.974483
Innovation Diploma Plus,High school,40.786134,-73.974483
Global Technology Preparatory,Junior High-Intermediate-Middle,40.800616,-73.939374
Institute for Collaborative Education,Secondary School,40.732665,-73.98259
Professional Performing Arts High School,Secondary School,40.761327,-73.988665
Coalition School for Social Change,High school,40.799265,-73.93374
The Urban Assembly Institute for New Technologies,Junior High-Intermediate-Middle,40.815747,-73.95552
Baruch College Campus High School,High school,40.741888,-73.985723
N.Y.C. Lab School for Collaborative Studies,High school,40.742512,-74.002222
School of the Future High School,Secondary School,40.739121,-73.985323
N.Y.C. Museum School,High school,40.742512,-74.002222
Wadleigh Secondary School for the Performing & Vis,Secondary School,40.80261,-73.954152
Eleanor Roosevelt High School,High school,40.770288,-73.953276
Frank McCourt High School,High school,40.786134,-73.974483
Millennium High School,High school,40.704697,-74.011202
Landmark High School,High school,40.743407,-74.00254
High School for Health Professions and Human Servi,High school,40.732665,-73.98259
West Prep Academy,Junior High-Intermediate-Middle,40.799098,-73.965611
Quest to Learn,Secondary School,40.743407,-74.00254
High School for Excellence and Innovation,High school,40.865556,-73.925464
Leadership and Public Service High School,High school,40.708971,-74.012465
Manhattan Academy For Arts & Language,High school,40.74651,-73.98107
Legacy School for Integrated Studies,High school,40.736416,-73.995731
The Equity Project Charter School (TEP),K-8,40.856532,-73.92606
Murray Hill Academy,High school,40.74651,-73.98107
Renaissance Charter High School for Innovation,High school,40.785107000000004,-73.942154
Manhattan Center for Science and Mathematics,High school,40.794184,-73.932868
New School HS D5,High school,40.807019,-73.938714
Hudson High School of Learning Technologies,High school,40.743407,-74.00254
International High School at Union Square,High school,40.735361,-73.987064
Manhattan Village Academy,High school,40.741963,-73.991966
Bayard Rustin Educational Complex,High school,40.743407,-74.00254
"Ballet Tech, NYC Public School for Dance",K-8,40.738521,-73.989481
Seward Park Hs,High school,40.7168,-73.9893
University Neighborhood High School,High school,40.712269,-73.984128
Vanguard High School,High school,40.765638,-73.959777
East Side Community School,Secondary School,40.729152,-73.982472
P.S. 452,Elementary,40.771603,-73.987515
Forsyth Satellite Academy,High school,40.722415,-73.990468
Manhattan International High School,High school,40.765638,-73.959777
Washington Irving High School,High school,40.735361,-73.987064
The College Academy,High school,40.856532,-73.92606
High School for Media and Communications,High school,40.856532,-73.92606
High School for Law and Public Service,High school,40.856532,-73.92606
High School for Health Careers and Sciences,High school,40.856532,-73.92606
Choir Academy of Harlem,Secondary School,40.807019,-73.938714
Louis D. Brandeis High School,High school,40.786134,-73.974483
Stuyvesant High School,High school,40.718025,-74.013921
Inwood Academy for Leadership Charter School,Secondary School,40.865508,-73.918591
Beacon High School,High school,40.760858,-73.996262
Beacon High School,High school,40.760858,-73.996262
Democracy Prep Harlem Charter School,K-12 all grades,40.814598,-73.945
Success Academy Charter School - Harlem 5,K-8,40.820216,-73.944551
New York French American Charter School,Elementary,40.807537,-73.954228
Fiorello H. LaGuardia High School of Music & Art a,High school,40.774202,-73.985976
High School of Economics and Finance,High school,40.70927,-74.012328
Martin Luther King Hs,High school,40.7743,-73.9848
"High School for Law, Advocacy and Community Justic",High school,40.774891,-73.985608
High School of Arts and Technology,High school,40.774891,-73.985608
Park East High School,High school,40.790191,-73.944092
Central Park East I,Elementary,40.793649,-73.948488
Frederick Douglass Academy,Secondary School,40.823988,-73.935746
Unity Center for Urban Technologies,High school,40.74651,-73.98107
Home Instruction,K-12 all grades,40.831829,-73.827642
Edward A. Reynolds West Side High School,High school,40.797136,-73.966779
Urban Assembly Gateway School for Technology,High school,40.763655,-73.990318
Marta Valle High School,High school,40.72004,-73.986038
Castle Bridge School,Elementary,40.841032,-73.938701
New Design Middle School,Junior High-Intermediate-Middle,40.819793,-73.956814
Lower East Side Preparatory High School,High school,40.72004,-73.986038
Teachers College Community School,K-8,40.812428,-73.953317
East Harlem Scholars Academy Charter School,K-8,40.79001,-73.942482
Talent Unlimited High School,High school,40.765638,-73.959777
Murry Bergtraum High School for Business Careers,High school,40.711441,-74.000851
Broome Street Academy Charter School,High school,40.723911,-74.004692
Success Academy Charter School - Upper West,K-8,40.786134,-73.974483
Innovate Manhattan Charter School,Junior High-Intermediate-Middle,40.719676,-73.991859
P.S. 527 - East Side School for Social Action,Elementary,40.780652,-73.947856
I.S. 528 Bea Fuller Rodgers School,Junior High-Intermediate-Middle,40.850683,-73.934676
Jacqueline Kennedy Onassis High School,High school,40.757626,-73.98346
Project Blend,High school,40.6841,-73.8015
Repertory Company High School for Theatre Arts,High school,40.756089,-73.984381
People's School Of The Arts,High school,40.817228,-73.947151
Union Square Academy for Health Sciences,High school,40.735361,-73.987064
Harvest Collegiate High School,High school,40.736416,-73.995731
Park West High School,High school,40.7651,-73.9927
Creative Digital Minds High School,High school,40.763655,-73.990318
"New Explorations into Science, Technology and Math",K-12 all grades,40.719416,-73.979581
A. Philip Randolph Campus High School,High school,40.8185,-73.949929
Manhattan / Hunter Science High School,High school,40.774891,-73.985608
Manhattan Bridges High School,High school,40.765474,-73.9927
New Design High School,High school,40.717329,-73.989329
Independence High School,High school,40.767848,-73.98861
Independence High School,High school,40.767848,-73.98861
High School for Dual Language and Asian Studies,High school,40.717329,-73.989329
Academy for Software Engineering,High school,40.735361,-73.987064
Liberty High School Academy for Newcomers,High school,40.74182,-74.000238
Urban Assembly New York Harbor School,High school,40.689493,-74.018941
Urban Assembly New York Harbor School,High school,40.689493,-74.018941
Gregorio Luperon High School for Science and Mathe,High school,40.8381,-73.9383
Central Park East High School,High school,40.793649,-73.948488
High School M560 - City As School,High school,40.729052,-74.006155
High School M560 - City As School,High school,40.729052,-74.006155
Urban Academy Laboratory High School,High school,40.765638,-73.959777
Satellite Academy High School,High school,40.747425,-73.990562
Borough Academies,High school,40.7683,-73.9891
Manhattan Comprehensive Night and Day High School,High school,40.732699,-73.984333
Richard R. Green High School of Teaching,High school,40.705688,-74.013303
Richard R. Green High School of Teaching,High school,40.705688,-74.013303
Harvey Milk High School,High school,40.729661,-73.992343
The High School of Fashion Industries,High school,40.745677,-73.996354
Humanities Preparatory Academy,High school,40.743407,-74.00254
Young Women's Leadership School,Secondary School,40.792932,-73.947171
Chelsea Career and Technical Education High School,High school,40.72463,-74.005058
Norman Thomas High School,High school,40.74651,-73.98107
High School of Graphic Communication Arts,High school,40.763655,-73.990318
Art and Design High School,High school,40.759248,-73.967204
Academy of Environmental Science Secondary High Sc,Secondary School,40.785107000000004,-73.942154
Cascades High School,High school,40.722415,-73.990468
Life Sciences Secondary School,Secondary School,40.783286,-73.945933
Thurgood Marshall Academy for Learning and Social,Secondary School,40.815237,-73.944299
"Heritage School, The",High school,40.791966,-73.946879
Bread & Roses Integrated Arts High School,High school,40.817228,-73.947151
School for the Physical City High School,High school,40.736416,-73.995731
"High School for Mathematics, Science and Engineeri",High school,40.820208,-73.950354
Urban Peace Academy,High school,40.799265,-73.93374
Bard High School Early College,High school,40.718276,-73.976093
J A Reisenbach Charter School,Collaborative or Multi-graded,40.8047,-73.9538
Sisulu-Walker Charter School of Harlem,Elementary,40.802096,-73.951357
Harbor Science and Arts Charter School,K-8,40.795404,-73.944449
Amber Charter School,Elementary,40.790932,-73.943904
John V. Lindsay Wildcat Academy Charter School,High school,40.705605,-74.015837
Harlem Prep Charter School,K-12 all grades,40.801547,-73.935335
Harlem Village Academy West Charter School,K-12 all grades,40.821208,-73.941111
P.S. M721 - Manhattan Occupational Training Center,Secondary School,40.729052,-74.006155
P.S. M721 - Manhattan Occupational Training Center,Secondary School,40.729052,-74.006155
KIPP STAR College Prep Charter School,K-12 all grades,40.810793,-73.955722
KIPP STAR College Prep Charter School,K-12 all grades,40.810793,-73.955722
Manhattan School for Career Development,High school,40.725892,-73.987791
P.S. M811 - Mickey Mantle School,K-8,40.78633,-73.979217
Isaac Newton Middle School for Math & Science,Junior High-Intermediate-Middle,40.794184,-73.932868
Tompkins Square Middle School,Junior High-Intermediate-Middle,40.72313,-73.981597
Special Music School,K-12 all grades,40.775256,-73.982976
Frederick Douglass Academy II Secondary School,Secondary School,40.80261,-73.954152
Future Leaders Institute Charter School,K-8,40.806055,-73.948385
Mott Hall II,Junior High-Intermediate-Middle,40.802653,-73.965949
Lower Manhattan Community Middle School,Junior High-Intermediate-Middle,40.705688,-74.013303
Lower Manhattan Community Middle School,Junior High-Intermediate-Middle,40.705688,-74.013303
City Knoll Middle School,Junior High-Intermediate-Middle,40.76588,-73.989776
Central Park East II,K-8,40.785559,-73.940919
P.S. 002 Alfred Zimberg,Elementary,40.769798,-73.894108
P.S. Q004,K-8,40.7417,-73.778118
I.S. 5 - The Walter Crowley Intermediate School,Junior High-Intermediate-Middle,40.737405,-73.888133
P.S. 007 Louis F. Simeone,Elementary,40.739644,-73.882446
J.H.S. 008 Richard S. Grossley,Junior High-Intermediate-Middle,40.69691,-73.786403
P.S. 009,K-8,40.718234,-73.912458
I.S. 010 Horace Greeley,Junior High-Intermediate-Middle,40.760122,-73.911962
P.S. 011 Kathryn Phelan,Elementary,40.746127,-73.909032
P.S. 012 James B. Colgate,Elementary,40.742284,-73.893466
P.S. 013 Clement C. Moore,Elementary,40.737441,-73.867662
P.S. 014 Fairview,Elementary,40.74102,-73.85457
P.S. 015 Jackie Robinson,Elementary,40.68605,-73.756546
P.S. Q016 The Nancy DeBenedittis School,Elementary,40.748996,-73.860547
P.S. 017 Henry David Thoreau,Elementary,40.768034,-73.922544
P.S. 018 Winchester,Elementary,40.731853,-73.73229
P.S. 019 Marino Jeantet,Elementary,40.7486,-73.866557
P.S. 020 John Bowne,Elementary,40.758347,-73.824388
P.S. 021 Edward Hart,Elementary,40.774134,-73.818581
P.S. 022 Thomas Jefferson,Elementary,40.761744,-73.811373
P.S. Q023 @ Queens Children Center,K-12 all grades,40.747914,-73.723644
P.S. 024 Andrew Jackson,Elementary,40.751972,-73.8181
P.S. 024 Andrew Jackson,Elementary,40.751972,-73.8181
I.S. 025 Adrien Block,Junior High-Intermediate-Middle,40.764884,-73.789365
P.S. 026 Rufus King,Elementary,40.735935,-73.777607
P.S. 28 - The Thomas Emanuel Early Childhood Cente,Early Childhood,40.747017,-73.854268
P.S. 029 Queens,Elementary,40.778029,-73.842967
P.S. 030 Queens,Elementary,40.679843,-73.774668
P.S. 031 Bayside,Elementary,40.757701,-73.768994
P.S. 032 State Street,Elementary,40.765459,-73.794323
P.S. 033 Edward M. Funk,Elementary,40.727172,-73.734102
P.S. 034 John Harvard,Elementary,40.710986,-73.737702
P.S. 035 Nathaniel Woodhull,Elementary,40.713438,-73.768894
P.S. 036 Saint Albans School,Elementary,40.691306,-73.764081
Cynthia Jenkins School,Elementary,40.676201,-73.758778
P.S. 038 Rosedale,Elementary,40.67115,-73.733774
P.S. 040 Samuel Huntington,Elementary,40.693559,-73.790975
P.S. 041 Crocheron,Elementary,40.770155,-73.771225
P.S./M.S 042 R. Vernam,K-8,40.594358,-73.794804
P.S. 043,K-8,40.59348,-73.761086
P.S. 045 Clarence Witherspoon,Elementary,40.671871,-73.788866
P.S. 046 Alley Pond,Elementary,40.745744,-73.758042
P.S. 047 Chris Galas,K-8,40.606476,-73.821089
P.S. 048 William Wordsworth,Elementary,40.693736,-73.796358
P.S. 049 Dorothy Bonawit Kole,K-8,40.719567,-73.875493
P.S. 050 Talfourd Lawn Elementary School,Elementary,40.694868,-73.806842
P.S. 051,Early Childhood,40.698286,-73.831532
P.S. 052 Queens,Elementary,40.661427,-73.767161
Mott Hall Charter School,Junior High-Intermediate-Middle,40.83093,-73.901859
M.S. 053 Brian Piccolo,Junior High-Intermediate-Middle,40.604019,-73.749891
P.S. 054 Hillside,Elementary,40.702656,-73.824629
P.S. 055 Maure,Elementary,40.69361,-73.816156
P.S. 056 Harry Eichler,Elementary,40.698989,-73.835735
P.S. 58 - The School of Heroes,Elementary,40.728517,-73.890638
I.S. 059 Springfield Gardens,Junior High-Intermediate-Middle,40.681881,-73.752772
P.S. 060 Woodhaven,Elementary,40.691467,-73.852792
I.S. 061 Leonardo Da Vinci,Junior High-Intermediate-Middle,40.741898,-73.862886
P. S. 62 - Chester Park School,Elementary,40.688359,-73.835567
P.S. 063 Old South,Elementary,40.676978,-73.846796
P.S. 064 Joseph P. Addabbo,Elementary,40.681901,-73.856956
P.S. 65 - The Raymond York Elementary School,Elementary,40.682293,-73.841675
P.S. 066 Jacqueline Kennedy Onassis,Elementary,40.697941,-73.846135
J.H.S. 067 Louis Pasteur,Junior High-Intermediate-Middle,40.762241,-73.734832
P.S. 068 Cambridge,Elementary,40.696961,-73.897372
P.S. 069 Jackson Heights,Elementary,40.748804,-73.888457
P.S. 070,Elementary,40.761762,-73.913964000000007
P.S. 070,Elementary,40.761762,-73.913964000000007
P.S. 071 Forest,Elementary,40.711388,-73.904798
Catherine & Count Basie Middle School 72,Junior High-Intermediate-Middle,40.675014,-73.775643
I.S. 73 - The Frank Sansivieri Intermediate School,Junior High-Intermediate-Middle,40.728558,-73.893318
J.H.S. 074 Nathaniel Hawthorne,Junior High-Intermediate-Middle,40.744743,-73.766653
Robert E. Peary School,K-8,40.698699,-73.904888
P.S. 076 William Hallet,Elementary,40.760862,-73.94163
I.S. 077,Junior High-Intermediate-Middle,40.699101,-73.902147
P.S./I.S. 78Q,K-8,40.744368,-73.957177
P.S. 079 Francis Lewis,Elementary,40.786201,-73.817338
PS 80  The Thurgood Marshall Magnet School of Mult,Elementary,40.673483,-73.769119
P.S. 81Q Jean Paul Richter,Elementary,40.703942,-73.911885
Rochdale Early Advantage Charter School,Elementary,40.680016,-73.778613000000007
P.S. 082 Hammond,Elementary,40.703897,-73.8122
Central Queens Academy Charter School,Junior High-Intermediate-Middle,40.737321,-73.866454
P.S. 084 Steinway,Elementary,40.771154,-73.906117
P.S. 085 Judge Charles Vallone,Elementary,40.773126,-73.915039
P.S. Q086,Elementary,40.709461,-73.803001
P.S./I.S. 087 Middle Village,K-8,40.711559,-73.871674
P.S. 088 Seneca,Elementary,40.704105,-73.896437
P.S. 089 Elmhurst,Elementary,40.745963,-73.879641
P.S. 090 Horace Mann,Elementary,40.696653,-73.839517
P.S. 091 Richard Arkwright,Elementary,40.703503,-73.883995
P.S. 092 Harry T. Stewart Sr.,Elementary,40.755983,-73.868773
I.S. 093 Ridgewood,Junior High-Intermediate-Middle,40.705609,-73.903057
P.S. 094 David D. Porter,Elementary,40.771258,-73.738703
P.S. 095 Eastwood,Elementary,40.711295,-73.783283
P.S. 096,Elementary,40.675369,-73.808128
P.S. 097 Forest Park,Elementary,40.694232,-73.860031
P.S. 098 The Douglaston School,Elementary,40.768906,-73.749998
P.S. 099 Kew Gardens,Elementary,40.711502,-73.827722
P.S. 100 Glen Morris,Elementary,40.679694,-73.821545
P.S. 101 School in the Gardens,Elementary,40.715543,-73.8434
P.S. 102 Bayview,K-8,40.733033,-73.878243
P.S. 104 The Bays Water,Elementary,40.608002,-73.764621
P.S. 105 The Bay School,K-8,40.595911,-73.780961
Lighthouse Elementary School,Elementary,40.594738,-73.766846
P.S. 107 Thomas A Dooley,Elementary,40.755364,-73.799476
P.S. 108 Captain Vincent G. Fowler,Elementary,40.679083,-73.831025
Jean Nuzzi Intermediate School,Junior High-Intermediate-Middle,40.720074,-73.746375
P.S. 110,Elementary,40.745995,-73.866372
P.S. 111 Jacob Blackwell,K-8,40.758342,-73.939181
P.S. 112 Dutch Kills,Elementary,40.757293,-73.933562
P.S./I.S. 113 Anthony J. Pranzo,K-8,40.705476,-73.861493
P.S./M.S. 114 Belle Harbor,K-8,40.577552,-73.854364
The James J. Ambrose School,Elementary,40.744201,-73.709404
P.S./I.S. 116 William C. Hughley,K-8,40.70084,-73.781839
P.S. 117 J. Keld / Briarwood School,Elementary,40.710428,-73.812968
P.S. 118 Lorraine Hansberry,Elementary,40.703182,-73.765237
P.S./I.S. 119 The Glendale,K-8,40.705187,-73.875073
P.S. 120 Queens,Elementary,40.745215,-73.828674
P.S. 121 Queens,Elementary,40.683585,-73.81533
P.S. 122 Mamie Fay,K-8,40.780507,-73.915785
P.S. 123,Elementary,40.678913,-73.795571
P.S. 124 Osmond A Church,K-8,40.665669,-73.811266
I.S. 125 Thom J. McCann Woodside,Junior High-Intermediate-Middle,40.740452,-73.918762
Albert Shanker School for Visual and Performing Ar,Junior High-Intermediate-Middle,40.766008,-73.92999
P.S. 127 Aerospace Science Magnet School,K-8,40.765507,-73.870931
"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",K-8,40.715005,-73.885974
P.S. 129 Patricia Larkin,Elementary,40.789926,-73.839505
P.S. 130,Elementary,40.760219,-73.784009
P.S. 131 Abigail Adams,Elementary,40.71715,-73.794061
P.S. 132 Ralph Bunche,Elementary,40.681948,-73.7493
P.S. 133 Queens,Elementary,40.732458,-73.717819
P.S. 134 Hollis,Elementary,40.707535,-73.754747
The Bellaire School,Elementary,40.720864,-73.757591
P.S. 136 Roy Wilkins,Elementary,40.69894,-73.752694
M.S. 137 America's School of Heroes,Junior High-Intermediate-Middle,40.678112,-73.839377
P.S./M.S. 138 Sunrise,K-8,40.659876,-73.734342
P.S. 139 Rego Park,Elementary,40.728012,-73.862561
Academy Of Humanities And Applied Science At The W,High school,40.757072,-73.911165
P.S. 140 Edward K Ellington,Elementary,40.687486,-73.781255
I.S. 141 The Steinway,Junior High-Intermediate-Middle,40.775766,-73.904508
P.S. 143 Louis Armstrong,Elementary,40.755393,-73.855715
P.S. 144 Col Jeromus Remsen,Elementary,40.71489,-73.852398
I.S. 145 Joseph Pulitzer,Junior High-Intermediate-Middle,40.754389,-73.887523
P.S. 146 Howard Beach,K-8,40.660531,-73.834896
P.S./M.S. 147 Ronald McNair,K-8,40.698028,-73.74014
P.S. 148 Queens,Elementary,40.757629,-73.878638
P.S. 149 Christa McAuliffe,Elementary,40.755759,-73.874505
P.S. 150 Queens,Elementary,40.745887,-73.923375
P.S. 151 Mary D. Carter,Elementary,40.758027,-73.908146
P.S. 152 Gwendoline N. Alleyne School,Elementary,40.753094,-73.900584
P.S. 153 Maspeth Elem,Elementary,40.716296,-73.904463
P.S. 154 Queens,Elementary,40.726473,-73.80775
P.S. 155,Elementary,40.679105,-73.810067
P.S. 156 Laurelton,Elementary,40.672259,-73.743327
J.H.S. 157 Stephen A. Halsey,Junior High-Intermediate-Middle,40.732348,-73.852879
M.S. 158 Marie Curie,Junior High-Intermediate-Middle,40.756562,-73.771878
P.S. 159,Elementary,40.770108,-73.783973
P.S. 160 Walter Francis Bishop,Elementary,40.688373,-73.799685
P.S. 161 Arthur Ashe School,Elementary,40.690439,-73.82108
P.S. 162 John Golden,Elementary,40.748405,-73.776576
P.S. 163 Flushing Heights,Elementary,40.741107,-73.808765
P.S. 164 Queens Valley,K-8,40.721514,-73.823569
P.S. 165 Edith K. Bergtraum,Elementary,40.729746,-73.816966
P.S. 166 Henry Gradstein,Elementary,40.757497,-73.926249
Metropolitan Expeditionary Learning School,Secondary School,40.708431,-73.855543
JHS 168 The Parsons,Junior High-Intermediate-Middle,40.7245,-73.8102
P.S. 169 Bay Terrace,Elementary,40.782331,-73.77843
Peninsula Preparatory Academy Charter School,Elementary,40.600659,-73.752565
P.S. 171 Peter G. Van Alst,Elementary,40.770926,-73.929093
Irwin Altman Middle School 172,Junior High-Intermediate-Middle,40.741409,-73.713245
P.S. 173 Fresh Meadows,Elementary,40.734097,-73.795651
P.S. 174 William Sidney Mount,Elementary,40.720583,-73.861462
P.S. 175 The Lynn Gross Discovery School,Elementary,40.731016,-73.85221
P.S. 176 Cambria Heights,Elementary,40.684987,-73.729226
P.S. Q177,K-12 all grades,40.7434,-73.787419
P.S./ IS 178 Holliswood,K-8,40.724061,-73.777314
MS 180 Gerald R. Dever Ms,Junior High-Intermediate-Middle,40.5841,-73.8257
P.S. 181 Brookfield,Elementary,40.655674,-73.752948
P.S. 182 Samantha Smith,Elementary,40.70675,-73.803183
